cid,재출현연도수,지정횟수,최초연도,최종연도,누적사고,누적사상,누적사망,누적중상,위도,경도,지점명,시도,시군구,시설유형,재출현,지속성,PRI,RPI_사망기준
5115,2,2,2020,2022,8,8,0,8,36.3551101203865,127.454910639116,대전광역시 대덕구 비래동(예수사랑교회 부근),대전광역시,대덕구,기타,False,0.14285714285714285,1.1428571428571428,0.0
783,2,2,2014,2026,8,8,1,6,36.353212912787,127.368898217672,대전 서구 갈마동(갈마네거리 부근),대전광역시,서구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
6275,2,2,2013,2026,8,8,3,5,35.1207349608205,126.898987701684,전남광주통합특별시 남구 진월동(다나온누리약국 부근),전남광주통합특별시,남구,약국,False,0.14285714285714285,1.1428571428571428,0.42857142857142855
1817,2,2,2016,2025,8,8,0,7,35.1542500172595,129.0378366138905,부산 부산진구 가야동(가야삼거리 부근),부산광역시,부산진구,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.0
463,2,2,2013,2017,6,8,3,3,36.558048477606,128.75260355261298,경상북도 안동시 용상동(문구프라자 부근),경상북도,안동시,기타,False,0.14285714285714285,1.1428571428571428,0.42857142857142855
1814,2,2,2015,2016,8,8,0,6,35.1675186329295,129.03878913711,부산광역시 부산진구 당감동(프리패스 부근),부산광역시,부산진구,기타,False,0.14285714285714285,1.1428571428571428,0.0
2134,2,2,2015,2016,8,8,1,4,35.981427703476996,126.725866058373,전라북도 군산시 경암동(경암사거리 부근),전북특별자치도,군산시,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
4543,2,2,2019,2021,8,8,2,4,37.548776168985995,126.8688532247975,서울특별시 양천구 목동(양동중학교 부근),서울특별시,양천구,학교,False,0.14285714285714285,1.1428571428571428,0.2857142857142857
1045,2,2,2014,2015,6,8,0,7,35.466017925538,128.3245353517265,경상남도 의령군 부림면(의령경찰서 동부지구대 부근),경상남도,의령군,기타,False,0.14285714285714285,1.1428571428571428,0.0
1044,2,2,2013,2014,7,8,0,5,35.319038861905,128.2608117086445,경상남도 의령군 의령읍(의령생선(김정용) 부근),경상남도,의령군,기타,False,0.14285714285714285,1.1428571428571428,0.0
114,2,2,2013,2014,8,8,1,6,37.4803674132765,126.981814538561,서울특별시 서초구 방배동(삼산빌딩 부근),서울특별시,서초구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
1783,2,2,2013,2016,8,8,1,2,37.467270865559,126.9307294544515,서울특별시 관악구 신림동(유완약국 부근),서울특별시,관악구,약국,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
2334,2,2,2014,2017,8,8,1,5,37.5923066025685,126.91416080912501,서울특별시 은평구 신사동(새절역 부근),서울특별시,은평구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
2340,2,2,2015,2017,8,8,0,4,37.577500727827,126.9227641559425,서울특별시 서대문구 남가좌동(남가좌동사거리 부근),서울특별시,서대문구,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.0
516,2,2,2014,2018,8,8,0,5,37.535690842559006,126.9615032782045,서울특별시 용산구 용문동(파리바게트원효로점 부근),서울특별시,용산구,기타,False,0.14285714285714285,1.1428571428571428,0.0
4622,2,2,2020,2021,8,8,0,6,35.270791323212,129.08911212267748,부산광역시 금정구 남산동(남산침례교회 부근),부산광역시,금정구,기타,False,0.14285714285714285,1.1428571428571428,0.0
903,2,2,2014,2015,8,8,1,4,37.145334217901,128.21371311771702,충청북도 제천시 청전동((유명카써비스) 부근),충청북도,제천시,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
4307,2,2,2016,2020,8,8,2,4,37.213382350416,126.73741671556,경기도 화성시 송산면(사강새마을금고앞교차로 부근),경기도,화성시,은행,False,0.14285714285714285,1.1428571428571428,0.2857142857142857
166,2,2,2013,2020,8,8,0,6,35.1381345090515,129.0909910838725,부산광역시 남구 대연동(진남로56 부근),부산광역시,남구,기타,False,0.14285714285714285,1.1428571428571428,0.0
4218,2,2,2018,2020,8,8,2,4,37.286045786135,127.0091770660695,경기도 수원시 장안구 영화동(팔달로201 부근),경기도,수원시 장안구,기타,False,0.14285714285714285,1.1428571428571428,0.2857142857142857
562,2,2,2014,2019,8,8,0,6,37.658292453834505,127.0348489693055,서울특별시 도봉구 쌍문동(신원프라자 부근),서울특별시,도봉구,기타,False,0.14285714285714285,1.1428571428571428,0.0
3218,2,2,2016,2018,8,8,1,5,37.183505430882,128.46756481146798,강원도 영월군 영월읍(영월농협하나로마트본점 부근),강원특별자치도,영월군,은행,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
504,2,2,2013,2015,8,8,1,6,33.5065118422485,126.524576988538,제주특별자치도 제주시 삼도이동(고향가마솥 부근),제주특별자치도,제주시,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
3150,2,2,2018,2026,8,8,0,6,37.494644664595,126.79139394534701,경기 부천시 원미구 원미동(두산아파트입구교차로 부근),경기도,부천시 원미구,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.0
3118,2,2,2017,2018,8,8,0,6,37.279283494089,126.9989508971175,경기도 수원시 팔달구 화서동(화서오거리 부근),경기도,수원시 팔달구,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.0
4179,2,2,2017,2020,8,8,1,4,37.547504005107,126.74051840939799,인천광역시 계양구 임학동(장제로907 부근),인천광역시,계양구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
4687,2,2,2020,2021,7,8,1,3,35.141342595835,126.9024348979035,광주광역시 남구 백운동(하베스팅교회 부근),전남광주통합특별시,남구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
4159,2,2,2015,2020,8,8,0,6,35.8584139738265,128.520999330356,대구광역시 달서구 용산동(선원로261 부근),대구광역시,달서구,기타,False,0.14285714285714285,1.1428571428571428,0.0
3201,2,2,2015,2018,8,8,0,6,37.4846790392575,127.59386032439551,경기도 양평군 용문면(용문농협 용문본점 부근),경기도,양평군,은행,False,0.14285714285714285,1.1428571428571428,0.0
1179,2,2,2015,2020,8,8,0,5,37.4970011402915,126.908254782733,서울특별시 영등포구 신길동(하이마트 부근),서울특별시,영등포구,마트·상가,False,0.14285714285714285,1.1428571428571428,0.0
2407,2,2,2017,2019,7,8,1,3,37.532726812893,127.132700651515,서울특별시 강동구 성내동(SJ빌딩 부근),서울특별시,강동구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
2096,2,2,2016,2018,7,8,1,6,36.632666419371,127.4393992165515,충청북도 청주시 흥덕구 복대동(복대사거리 부근),충청북도,청주시 흥덕구,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
2091,2,2,2016,2018,8,8,2,3,36.624043137282,127.493903933621,충청북도 청주시 상당구 금천동(금석교사거리 부근),충청북도,청주시 상당구,교차로·사거리,False,0.14285714285714285,1.1428571428571428,0.2857142857142857
1254,2,2,2015,2018,8,8,0,4,35.116028684827,129.081527709537,부산광역시 남구 감만동(부산은행감만동지점 부근),부산광역시,남구,은행,False,0.14285714285714285,1.1428571428571428,0.0
1078,2,2,2015,2019,7,8,1,6,37.5361029020285,127.0948289536945,서울특별시 광진구 구의동(구의공원입구 부근),서울특별시,광진구,기타,False,0.14285714285714285,1.1428571428571428,0.14285714285714285
4345,2,2,2017,2020,8,8,0,6,36.3429694278975,126.6037098075625,충청남도 보령시 동대동(녹십초키토산 부근),충청남도,보령시,기타,False,0.14285714285714285,1.1428571428571428,0.0
1061,2,2,2015,2018,7,8,0,3,37.570559245414,126.9957610499335,서울특별시 종로구 종로4가(승보약국 부근),서울특별시,종로구,약국,False,0.14285714285714285,1.1428571428571428,0.0
1819,2,2,2016,2018,8,8,0,7,35.205825346763,129.067794587951,부산광역시 동래구 온천동(미남역5번출구 부근),부산광역시,동래구,기타,False,0.14285714285714285,1.1428571428571428,0.0
442,2,2,2013,2014,7,7,4,2,34.746567905934995,127.728718021071,전라남도 여수시 광무동(시민회관앞삼거리 부근),전남광주통합특별시,여수시,교차로·사거리,False,0.14285714285714285,1.0,0.5714285714285714
24,2,2,2013,2016,7,7,0,5,37.606933691188004,127.0951889001485,서울특별시 중랑구 신내동(중랑구청사거리 부근),서울특별시,중랑구,주민센터·행정,False,0.14285714285714285,1.0,0.0
2169,2,2,2016,2019,5,7,2,3,35.131715162675505,127.25373428985651,전라남도 곡성군 석곡면(광주약국 부근),전남광주통합특별시,곡성군,약국,False,0.14285714285714285,1.0,0.2857142857142857
2284,2,2,2017,2019,7,7,0,4,37.5919835926195,127.06675201734299,서울특별시 동대문구 휘경동(중량약국 부근),서울특별시,동대문구,약국,False,0.14285714285714285,1.0,0.0
2306,2,2,2015,2017,7,7,0,4,37.6115395042955,127.008720190685,서울특별시 성북구 정릉동(대왕기업운수(주) 부근),서울특별시,성북구,기타,False,0.14285714285714285,1.0,0.0
3527,2,2,2014,2019,7,7,0,6,35.152135030558,129.035760443491,부산광역시 부산진구 가야동(어르신이 행복한 세상 부근),부산광역시,부산진구,기타,False,0.14285714285714285,1.0,0.0
2689,2,2,2014,2017,6,7,0,2,37.4862538839105,129.108845916207,강원도 동해시 쇄운동(청산학원 부근),강원특별자치도,동해시,기타,False,0.14285714285714285,1.0,0.0
3529,2,2,2013,2019,7,7,1,5,35.1623350607155,129.0500138395185,부산광역시 부산진구 부암동(진양삼거리 부근),부산광역시,부산진구,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
3508,2,2,2013,2019,7,7,0,5,35.098377226078995,129.035559460752,부산광역시 중구 중앙동1가(롯데마트광복점 부근),부산광역시,중구,마트·상가,False,0.14285714285714285,1.0,0.0
2769,2,2,2016,2017,7,7,0,5,34.95780720394,127.48431044537199,전라남도 순천시 매곡동(순천의료원로터리(의료원앞) 부근),전남광주통합특별시,순천시,기타,False,0.14285714285714285,1.0,0.0
802,2,2,2013,2014,7,7,4,2,37.435410676512504,127.12865932262099,경기도 성남시 수정구 수진동(모란사거리 부근),경기도,성남시 수정구,교차로·사거리,False,0.14285714285714285,1.0,0.5714285714285714
283,2,2,2013,2017,7,7,0,5,37.453900522842,127.14965781520701,경기도 성남시 수정구 산성동(산성역사거리 부근),경기도,성남시 수정구,교차로·사거리,False,0.14285714285714285,1.0,0.0
3575,2,2,2019,2020,7,7,1,2,35.844819734094,128.5980391756185,대구광역시 남구 봉덕동(남구청네거리 부근),대구광역시,남구,주민센터·행정,False,0.14285714285714285,1.0,0.14285714285714285
4982,2,2,2020,2021,7,7,0,5,33.4878204029905,126.4774931518885,제주특별자치도 제주시 노형동(제주노형우체국 부근),제주특별자치도,제주시,기타,False,0.14285714285714285,1.0,0.0
3659,2,2,2017,2019,7,7,1,4,37.2672556336915,127.0032049817755,경기도 수원시 팔달구 매산로2가(전주콩나루콩나물국밥 수원역점 부근),경기도,수원시 팔달구,기타,False,0.14285714285714285,1.0,0.14285714285714285
710,2,2,2014,2021,6,7,1,1,35.890535846703,128.6426505479855,대구광역시 동구 입석동(입석네거리 부근),대구광역시,동구,기타,False,0.14285714285714285,1.0,0.14285714285714285
963,2,2,2013,2014,7,7,2,3,34.74171412186,127.740612257051,전라남도 여수시 관문동(경찰서앞삼거리 부근),전남광주통합특별시,여수시,교차로·사거리,False,0.14285714285714285,1.0,0.2857142857142857
4944,2,2,2019,2021,6,7,1,5,35.987620152699,128.39788033101348,경상북도 칠곡군 왜관읍(로얄사거리 부근),경상북도,칠곡군,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
2712,2,2,2013,2017,7,7,1,4,36.8034482159635,127.158720626557,충청남도 천안시 동남구 원성동((자연피아노학원) 부근),충청남도,천안시 동남구,기타,False,0.14285714285714285,1.0,0.14285714285714285
3804,2,2,2016,2019,7,7,0,3,35.8722349429895,127.07615804326,전라북도 전주시 덕진구 동산동(동산동우체국 부근),전북특별자치도,전주시 덕진구,기타,False,0.14285714285714285,1.0,0.0
3630,2,2,2019,2020,7,7,0,4,36.3489936958035,127.435438826192,대전광역시 동구 용전동(동서대로1669 부근),대전광역시,동구,기타,False,0.14285714285714285,1.0,0.0
4918,2,2,2014,2021,6,7,1,4,36.1271975930955,128.11803755474,경상북도 김천시 평화동(김천축산농협 부근),경상북도,김천시,은행,False,0.14285714285714285,1.0,0.14285714285714285
1413,2,2,2014,2015,7,7,0,5,37.263420076876,127.02582683204349,경기도 수원시 팔달구 인계동(시청사거리 부근),경기도,수원시 팔달구,주민센터·행정,False,0.14285714285714285,1.0,0.0
3736,2,2,2013,2019,7,7,1,3,37.4167516141965,127.249944628593,경기도 광주시 탄벌동(광주시보건소 부근),경기도,광주시,병원·의원,False,0.14285714285714285,1.0,0.14285714285714285
3800,2,2,2018,2019,7,7,1,4,36.748115376174496,126.3027533881595,충청남도 태안군 태안읍(태안버스터미널 부근),충청남도,태안군,역·터미널,False,0.14285714285714285,1.0,0.14285714285714285
4858,2,2,2016,2021,7,7,0,6,36.2831890394935,126.91267822412149,충청남도 부여군 부여읍(비너스가요주점 부근),충청남도,부여군,기타,False,0.14285714285714285,1.0,0.0
2266,2,2,2017,2020,7,7,1,4,37.5474676936305,127.04448799607499,서울특별시 성동구 성수동1가(뚝섬역 부근),서울특별시,성동구,기타,False,0.14285714285714285,1.0,0.14285714285714285
47,2,2,2013,2016,7,7,1,2,37.6379422640755,127.0720001532355,서울특별시 노원구 하계동(노원소방서 부근),서울특별시,노원구,기타,False,0.14285714285714285,1.0,0.14285714285714285
782,2,2,2014,2017,7,7,0,4,36.3208208044875,127.41445633119599,대전광역시 중구 문화동(대전일보네거리 부근),대전광역시,중구,기타,False,0.14285714285714285,1.0,0.0
314,2,2,2013,2015,7,7,1,3,37.94736348254,127.0619660016805,경기도 동두천시 상봉암동(농협소요산지소 부근),경기도,동두천시,은행,False,0.14285714285714285,1.0,0.14285714285714285
1998,2,2,2015,2016,7,7,1,3,37.7315934751595,127.057759405723,경기도 의정부시 신곡동((신곡1동사무소앞) 부근),경기도,의정부시,기타,False,0.14285714285714285,1.0,0.14285714285714285
674,2,2,2013,2014,7,7,0,4,35.2079853757755,129.06951601760147,부산광역시 동래구 온천동(미남교차로 부근),부산광역시,동래구,교차로·사거리,False,0.14285714285714285,1.0,0.0
3823,2,2,2016,2019,5,7,2,1,34.786433604878,126.3880128943805,전라남도 목포시 보광동1가(목포광주약국 부근),전남광주통합특별시,목포시,약국,False,0.14285714285714285,1.0,0.2857142857142857
2615,2,2,2017,2020,7,7,0,4,37.52290511178251,126.80035834955899,경기도 부천시 원종동(성지빌라3 부근),경기도,부천시,기타,False,0.14285714285714285,1.0,0.0
2529,2,2,2017,2020,7,7,0,5,37.506479600754,126.70340471550651,인천광역시 부평구 산곡동(한화프라자입구 부근),인천광역시,부평구,기타,False,0.14285714285714285,1.0,0.0
1992,2,2,2016,2018,7,7,0,4,37.388294575334996,127.1229704784555,경기도 성남시 분당구 서현동(스타벅스서현미래에셋점 부근),경기도,성남시 분당구,기타,False,0.14285714285714285,1.0,0.0
668,2,2,2013,2014,7,7,0,5,35.161792946238,129.06554338926702,부산광역시 부산진구 전포동(전포2치안센타 부근),부산광역시,부산진구,기타,False,0.14285714285714285,1.0,0.0
198,2,2,2013,2019,6,7,1,3,35.875656667322005,128.554662205048,대구광역시 서구 평리동(평리광명네거리 부근),대구광역시,서구,기타,False,0.14285714285714285,1.0,0.14285714285714285
3340,2,2,2014,2018,6,7,0,5,36.5688761459685,128.17719124203302,경상북도 상주시 함창읍(함창파출소 부근),경상북도,상주시,기타,False,0.14285714285714285,1.0,0.0
567,2,2,2014,2019,6,7,1,2,37.617113408358,127.0639525258395,서울특별시 노원구 월계동(석계로11길 부근),서울특별시,노원구,기타,False,0.14285714285714285,1.0,0.14285714285714285
3348,2,2,2013,2018,7,7,0,5,35.1803629945575,128.5598277211235,경상남도 창원시 마산합포구 해운동(다이소 마산해운점 부근),경상남도,창원시 마산합포구,기타,False,0.14285714285714285,1.0,0.0
5135,2,2,2021,2022,7,7,2,5,37.078822756516004,127.0541174090925,경기도 평택시 신장동(신장동2251 부근),경기도,평택시,기타,False,0.14285714285714285,1.0,0.2857142857142857
610,2,2,2014,2015,7,7,1,2,37.5228211492775,126.90470716770301,서울특별시 영등포구 영등포동7가(영등포시장역 부근),서울특별시,영등포구,전통시장,False,0.14285714285714285,1.0,0.14285714285714285
2052,2,2,2016,2019,6,7,1,6,37.2950457906315,127.110016375257,경기도 용인시 기흥구 마북동(마북삼거리 부근),경기도,용인시 기흥구,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
4767,2,2,2016,2021,7,7,0,5,37.674505160086,126.7510540926235,경기도 고양시 일산서구 대화동(하늘빛광성교회 부근),경기도,고양시 일산서구,기타,False,0.14285714285714285,1.0,0.0
4764,2,2,2016,2021,7,7,1,5,37.632794876983,126.833435824055,경기도 고양시 덕양구 화정동(경남레미콘공업협동조합 부근),경기도,고양시 덕양구,기타,False,0.14285714285714285,1.0,0.14285714285714285
1305,2,2,2015,2020,7,7,0,4,35.847733418363504,128.597120566262,대구광역시 남구 봉덕동(봉덕로9길72 부근),대구광역시,남구,기타,False,0.14285714285714285,1.0,0.0
3423,2,2,2019,2020,7,7,0,3,37.603582460663006,127.042715932795,서울특별시 성북구 하월곡동(월곡시장 부근),서울특별시,성북구,전통시장,False,0.14285714285714285,1.0,0.0
3408,2,2,2015,2019,7,7,0,6,37.6030856805605,127.06735481132651,서울특별시 동대문구 이문동(신이문역1번출구 부근),서울특별시,동대문구,기타,False,0.14285714285714285,1.0,0.0
3417,2,2,2016,2019,7,7,0,7,37.5871207555195,127.0798112881615,서울특별시 중랑구 면목동(면목2동사거리 부근),서울특별시,중랑구,교차로·사거리,False,0.14285714285714285,1.0,0.0
3487,2,2,2017,2019,7,7,2,1,37.482514045088,127.0040787378945,서울특별시 서초구 서초동(서울고교 부근),서울특별시,서초구,학교,False,0.14285714285714285,1.0,0.2857142857142857
3384,2,2,2015,2018,7,7,1,5,33.4860924172825,126.479697745006,제주특별자치도 제주시 노형동(노형오거리 부근),제주특별자치도,제주시,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
3432,2,2,2017,2019,7,7,1,3,37.634859006789,127.02512009127,서울특별시 강북구 번동(세븐일레븐 번동점 부근),서울특별시,강북구,기타,False,0.14285714285714285,1.0,0.14285714285714285
795,2,2,2014,2017,7,7,0,5,37.2641363981275,127.0018772577805,경기도 수원시 팔달구 매산로1가(미용재료 부근),경기도,수원시 팔달구,기타,False,0.14285714285714285,1.0,0.0
4786,2,2,2021,2026,7,7,1,6,37.355824873405,126.943694396817,경기 군포시 당동(당말지하차도사거리 부근),경기도,군포시,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
3953,2,2,2018,2020,7,7,0,6,37.612747229502006,127.00736076109101,서울특별시 성북구 정릉동(정릉4동사무소 부근),서울특별시,성북구,기타,False,0.14285714285714285,1.0,0.0
2929,2,2,2014,2018,7,7,0,7,37.5553877962605,126.8542014133655,서울특별시 강서구 화곡동(KEB하나은행공항로지점 부근),서울특별시,강서구,은행,False,0.14285714285714285,1.0,0.0
357,2,2,2013,2017,7,7,0,4,37.751824002027,128.8931924461255,강원도 강릉시 성남동((강릉우체국앞교차로) 부근),강원특별자치도,강릉시,교차로·사거리,False,0.14285714285714285,1.0,0.0
811,2,2,2014,2017,7,7,1,2,37.7330935924465,127.038705695712,경기도 의정부시 의정부동((경기도교사교육원앞) 부근),경기도,의정부시,기타,False,0.14285714285714285,1.0,0.14285714285714285
821,2,2,2014,2020,7,7,0,3,37.472316182297,126.79552489465951,경기도 부천시 소사본동(소중삼길사거리 부근),경기도,부천시,교차로·사거리,False,0.14285714285714285,1.0,0.0
1253,2,2,2015,2017,7,7,2,5,35.144563099558496,129.0671085104505,부산광역시 남구 문현동(이동과일 부근),부산광역시,남구,기타,False,0.14285714285714285,1.0,0.2857142857142857
1244,2,2,2015,2018,7,7,2,4,35.2181978570465,129.084507866746,부산광역시 동래구 온천동(온천교사거리 부근),부산광역시,동래구,교차로·사거리,False,0.14285714285714285,1.0,0.2857142857142857
4706,2,2,2021,2022,7,7,2,5,36.314858300221005,127.4393046559865,대전광역시 동구 효동(효동네거리 부근),대전광역시,동구,기타,False,0.14285714285714285,1.0,0.2857142857142857
4740,2,2,2016,2021,6,7,0,3,37.736743728391,127.070418335239,경기도 의정부시 신곡동(신곡고가교차로 부근),경기도,의정부시,교차로·사거리,False,0.14285714285714285,1.0,0.0
2952,2,2,2018,2021,7,7,0,3,37.5106752915325,126.9446628901315,서울특별시 동작구 노량진동(노량진삼익아파트 부근),서울특별시,동작구,기타,False,0.14285714285714285,1.0,0.0
2944,2,2,2017,2018,7,7,1,2,37.5097948867255,126.91053626159,서울특별시 영등포구 신길동(우신초교앞 부근),서울특별시,영등포구,학교,False,0.14285714285714285,1.0,0.14285714285714285
2947,2,2,2016,2018,6,7,0,5,37.5144987057015,126.91877101677,서울특별시 영등포구 신길동(신길삼거리 부근),서울특별시,영등포구,교차로·사거리,False,0.14285714285714285,1.0,0.0
1859,2,2,2016,2021,6,7,1,3,35.872800840037996,128.70436911479402,대구광역시 동구 신기동(신기동1238 부근),대구광역시,동구,기타,False,0.14285714285714285,1.0,0.14285714285714285
203,2,2,2013,2020,7,7,0,3,35.860412175233,128.57404272149552,대구광역시 중구 남산동(내당네거리 부근),대구광역시,중구,기타,False,0.14285714285714285,1.0,0.0
4628,2,2,2019,2021,7,7,0,5,35.174481590704,129.0926378333705,부산광역시 연제구 연산동(연미시장사거리 부근),부산광역시,연제구,전통시장,False,0.14285714285714285,1.0,0.0
1261,2,2,2015,2020,7,7,0,4,35.1725405205295,129.17601104307602,부산광역시 해운대구 좌동(좌동구사무소 부근),부산광역시,해운대구,기타,False,0.14285714285714285,1.0,0.0
1176,2,2,2014,2015,7,7,1,2,37.525004660038,126.90902599050801,서울특별시 영등포구 영등포동7가(남부교육청앞 부근),서울특별시,영등포구,기타,False,0.14285714285714285,1.0,0.14285714285714285
1238,2,2,2015,2017,7,7,0,6,35.1540172387555,129.065503454872,부산광역시 부산진구 전포동(전포동 부산은행앞 사거리 부근),부산광역시,부산진구,은행,False,0.14285714285714285,1.0,0.0
4672,2,2,2018,2021,7,7,1,4,37.423681237699995,126.697422617711,인천광역시 연수구 선학동(선학역사거리 부근),인천광역시,연수구,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
1708,2,2,2016,2018,7,7,1,3,37.6333137484815,127.039291238901,서울특별시 도봉구 창동(신창교 부근),서울특별시,도봉구,기타,False,0.14285714285714285,1.0,0.14285714285714285
1150,2,2,2014,2015,7,7,0,6,37.54707822693,126.9315982260785,서울특별시 마포구 구수동(서강문화APT 부근),서울특별시,마포구,기타,False,0.14285714285714285,1.0,0.0
907,2,2,2014,2019,7,7,0,4,36.8586956565805,127.44349629397,충청북도 진천군 진천읍(진천농협하나로마트 부근),충청북도,진천군,은행,False,0.14285714285714285,1.0,0.0
522,2,2,2014,2018,7,7,0,5,37.551190850927995,127.09115232776901,서울특별시 광진구 구의동(슬기유치원 부근),서울특별시,광진구,기타,False,0.14285714285714285,1.0,0.0
1155,2,2,2015,2021,7,7,0,4,37.536760873017,126.834065229428,서울특별시 양천구 신월동(월정초교앞교차로 부근),서울특별시,양천구,학교,False,0.14285714285714285,1.0,0.0
1733,2,2,2015,2016,7,7,1,2,37.6066867342065,126.9223323419655,서울특별시 은평구 녹번동(역촌역 부근),서울특별시,은평구,기타,False,0.14285714285714285,1.0,0.14285714285714285
2122,2,2,2016,2019,7,7,0,4,35.815120110056,127.1430163781045,전라북도 전주시 완산구 다가동1가(전주시보건소 부근),전북특별자치도,전주시 완산구,병원·의원,False,0.14285714285714285,1.0,0.0
4267,2,2,2015,2020,6,7,2,3,37.6587660552605,126.83901045027301,경기도 고양시 덕양구 성사동(성사지하차도입구 부근),경기도,고양시 덕양구,기타,False,0.14285714285714285,1.0,0.2857142857142857
1126,2,2,2015,2021,7,7,1,3,37.644900835856,127.028286935595,서울특별시 도봉구 쌍문동(한일병원 부근),서울특별시,도봉구,병원·의원,False,0.14285714285714285,1.0,0.14285714285714285
4253,2,2,2016,2020,7,7,1,3,37.4733967528085,126.851545963127,경기도 광명시 광명동(광명6동삼거리 부근),경기도,광명시,교차로·사거리,False,0.14285714285714285,1.0,0.14285714285714285
4583,2,2,2017,2021,7,7,0,4,37.5404559710175,127.127434529181,서울특별시 강동구 천호동(천호시장사거리 부근),서울특별시,강동구,전통시장,False,0.14285714285714285,1.0,0.0
4582,2,2,2019,2021,7,7,0,6,37.5390963332305,127.1235706729495,서울특별시 강동구 천호동(천호사거리 부근),서울특별시,강동구,교차로·사거리,False,0.14285714285714285,1.0,0.0
3100,2,2,2017,2018,6,7,2,5,36.443549813274,127.4254353666995,대전광역시 대덕구 덕암동(백제종합장식 부근),대전광역시,대덕구,기타,False,0.14285714285714285,1.0,0.2857142857142857
2167,2,2,2016,2021,5,7,2,1,34.972561172960994,127.591348667658,전라남도 광양시 광양읍(목성우체국 부근),전남광주통합특별시,광양시,기타,False,0.14285714285714285,1.0,0.2857142857142857
120,2,2,2013,2014,7,7,2,1,37.490484896012,127.112211417124,서울특별시 송파구 가락동(문정동우체국 부근),서울특별시,송파구,기타,False,0.14285714285714285,1.0,0.2857142857142857
4584,2,2,2017,2021,6,7,1,6,37.552225503405,127.134919365787,서울특별시 강동구 암사동(장치봉의맵꼬만명태찜 부근),서울특별시,강동구,기타,False,0.14285714285714285,1.0,0.14285714285714285
411,2,2,2013,2015,7,7,0,4,35.841998358938,127.1383226472735,전라북도 전주시 덕진구 금암동(이춘근산부인과 부근),전북특별자치도,전주시 덕진구,기타,False,0.14285714285714285,1.0,0.0
3048,2,2,2016,2018,7,7,0,4,35.887774039491504,128.57505711854202,대구광역시 북구 침산동(원대오거리 부근),대구광역시,북구,교차로·사거리,False,0.14285714285714285,1.0,0.0
3120,1,1,2018,2018,7,13,0,7,37.457360290746,127.163497428665,경기도 성남시 수정구 양지동(성남동부새마을금고본점 부근),경기도,성남시 수정구,은행,False,0.07142857142857142,0.9285714285714285,0.0
49,2,2,2013,2014,6,6,0,4,37.625252491859996,127.072812791878,서울특별시 노원구 공릉동(공릉역 부근),서울특별시,노원구,기타,False,0.14285714285714285,0.8571428571428571,0.0
2265,2,2,2015,2017,6,6,1,4,37.5483843478605,127.01889244033501,서울특별시 성동구 금호동3가(주택은행금호동지점 부근),서울특별시,성동구,은행,False,0.14285714285714285,0.8571428571428571,0.14285714285714285
2230,2,2,2015,2016,6,6,0,6,35.2322062939365,128.921343045496,경상남도 김해시 지내동(동원APT사거리 부근),경상남도,김해시,교차로·사거리,False,0.14285714285714285,0.8571428571428571,0.0
3023,2,2,2016,2018,6,6,0,4,35.151663036221,129.1121049689205,부산광역시 수영구 광안동(양이식당 부근),부산광역시,수영구,기타,False,0.14285714285714285,0.8571428571428571,0.0
3179,2,2,2014,2018,6,6,0,2,37.2716290790695,127.10577677418,경기도 용인시 기흥구 신갈동(신갈오거리 부근),경기도,용인시 기흥구,교차로·사거리,False,0.14285714285714285,0.8571428571428571,0.0
3243,2,2,2017,2018,6,6,0,5,36.795626570211,127.1594920865915,충청남도 천안시 동남구 구성동(충절오거리 부근),충청남도,천안시 동남구,교차로·사거리,False,0.14285714285714285,0.8571428571428571,0.0
3159,2,2,2015,2018,6,6,0,5,37.9009556707685,127.0579846301375,경기도 동두천시 생연동(유림사거리 부근),경기도,동두천시,교차로·사거리,False,0.14285714285714285,0.8571428571428571,0.0
2965,2,2,2017,2018,6,6,0,2,37.482133971356504,126.9967293081625,서울특별시 서초구 방배동(방배역 부근),서울특별시,서초구,기타,False,0.14285714285714285,0.8571428571428571,0.0
