cid,재출현연도수,지정횟수,최초연도,최종연도,누적사고,누적사상,누적사망,누적중상,위도,경도,지점명,시도,시군구,시설유형,재출현,지속성,PRI,RPI_사망기준
4133,9,11,2013,2025,58,58,2,44,35.869047961609276,128.58021989554945,대구 중구 대신동(대신119안전센터 부근),대구광역시,중구,기타,True,0.6428571428571429,37.28571428571429,1.2857142857142858
3392,9,9,2013,2026,56,57,2,28,37.57415595845889,127.02334144937277,서울 동대문구 신설동(양가네분식 부근),서울특별시,동대문구,기타,True,0.6428571428571429,36.642857142857146,1.2857142857142858
3266,10,11,2013,2026,51,51,2,46,35.83293815424782,127.14526033540837,전북 전주시 덕진구 인후동2가(다나은약국 부근),전북특별자치도,전주시 덕진구,약국,True,0.7142857142857143,36.42857142857143,1.4285714285714286
4657,8,8,2014,2025,59,62,2,47,35.87586885087225,128.6050492407315,대구 북구 칠성동1가(칠성교네거리 부근),대구광역시,북구,기타,True,0.5714285714285714,35.42857142857142,1.1428571428571428
2713,10,11,2013,2026,47,48,1,32,36.81026080356064,127.14844365070954,충남 천안시 동남구 대흥동(미소팜약국 부근),충청남도,천안시 동남구,약국,True,0.7142857142857143,34.285714285714285,0.7142857142857143
5037,9,9,2013,2026,50,53,0,41,37.51628047129933,126.90628364764922,서울 영등포구 영등포동4가(영등포역교차로 부근),서울특별시,영등포구,교차로·사거리,True,0.6428571428571429,34.07142857142858,0.0
5059,9,9,2013,2026,50,53,0,43,35.11588925436989,129.03967816326423,부산 동구 초량동(텍사스거리 부근),부산광역시,동구,기타,True,0.6428571428571429,34.07142857142858,0.0
5689,9,9,2014,2026,45,52,5,35,35.27569063445378,126.50242603696178,전남광주통합특별시 영광군 영광읍(영광터미널시장 부근),전남광주통합특별시,영광군,전통시장,True,0.6428571428571429,33.42857142857143,3.2142857142857144
5986,9,9,2014,2025,50,50,5,39,35.56807948117255,128.16174710427276,경남 합천군 합천읍(큰별약국 부근),경상남도,합천군,약국,True,0.6428571428571429,32.142857142857146,3.2142857142857144
4962,9,9,2013,2025,48,50,2,41,34.85679857546133,128.42792422563969,경남 통영시 북신동(무전사거리 부근),경상남도,통영시,교차로·사거리,True,0.6428571428571429,32.142857142857146,1.2857142857142858
2330,8,8,2013,2026,49,56,1,36,37.6192494270375,126.92096270054938,서울 은평구 갈현동(연신내역 GTX-A 부근),서울특별시,은평구,기타,True,0.5714285714285714,32.0,0.5714285714285714
1547,9,9,2014,2025,48,49,4,35,35.82464352666822,127.14435597174023,전북 전주시 완산구 태평동(신중앙시장 부근),전북특별자치도,전주시 완산구,전통시장,True,0.6428571428571429,31.500000000000004,2.5714285714285716
2259,8,8,2013,2025,47,55,2,40,37.55388368711988,127.010741108066,서울 중구 신당동(약수역사거리 부근),서울특별시,중구,교차로·사거리,True,0.5714285714285714,31.428571428571427,1.1428571428571428
5695,8,10,2013,2026,54,55,2,47,36.5664146937565,128.7274840036379,경북 안동시 대석동(한솔약국 부근),경상북도,안동시,약국,True,0.5714285714285714,31.428571428571427,1.1428571428571428
137,9,10,2013,2026,47,48,3,37,35.1025886092075,129.0268609553367,부산 중구 보수동2가(보수사거리 부근),부산광역시,중구,교차로·사거리,True,0.6428571428571429,30.85714285714286,1.9285714285714288
841,9,9,2014,2026,46,48,5,35,37.58606592918122,127.21231925615865,경기 남양주시 와부읍(덕소삼거리 부근),경기도,남양주시,교차로·사거리,True,0.6428571428571429,30.85714285714286,3.2142857142857144
1525,9,9,2013,2026,46,48,1,39,36.302055311456996,127.56824589573378,충북 옥천군 옥천읍(통계청사거리 부근),충청북도,옥천군,교차로·사거리,True,0.6428571428571429,30.85714285714286,0.6428571428571429
4626,9,10,2013,2026,46,47,1,34,35.182770841823995,129.0735729824097,부산 연제구 거제동(거제3치안센터 부근),부산광역시,연제구,기타,True,0.6428571428571429,30.214285714285715,0.6428571428571429
6135,9,10,2015,2026,45,47,0,40,36.6004378837044,127.29836198742751,세종 조치원읍(성지약국 부근),세종특별자치시,,약국,True,0.6428571428571429,30.214285714285715,0.0
5614,9,9,2013,2026,46,46,2,33,37.27537669993489,127.01922764352533,경기 수원시 팔달구 지동(영동사거리 부근),경기도,수원시 팔달구,교차로·사거리,True,0.6428571428571429,29.571428571428573,1.2857142857142858
513,9,9,2014,2024,44,46,0,31,37.565646812832334,127.01958437541111,서울 중구 신당동(신당역 2호선 부근),서울특별시,중구,기타,True,0.6428571428571429,29.571428571428573,0.0
5309,9,9,2013,2026,46,46,1,38,37.50739741331766,126.96176735886712,서울 동작구 흑석동(신세명약국 부근),서울특별시,동작구,약국,True,0.6428571428571429,29.571428571428573,0.6428571428571429
2468,8,8,2013,2022,42,51,3,30,35.1866912294925,129.08305077167677,부산광역시 연제구 연산동(연산교차로 부근),부산광역시,연제구,교차로·사거리,True,0.5714285714285714,29.142857142857142,1.7142857142857142
5982,7,10,2015,2026,55,57,1,53,34.8403159578127,127.89425054441219,경남 남해군 남해읍(창원지방법원 진주지원 남해군법원 부근),경상남도,남해군,기타,True,0.5,28.5,0.5
6030,9,9,2014,2026,42,43,2,30,37.58826970131267,126.94501258839533,서울 서대문구 홍제동(홍제1동주민센터 부근),서울특별시,서대문구,주민센터·행정,True,0.6428571428571429,27.642857142857146,1.2857142857142858
3142,8,8,2014,2026,48,48,9,31,37.484254911654624,126.81268984959063,경기 부천시 소사구 괴안동(역곡남부역사거리 부근),경기도,부천시 소사구,교차로·사거리,True,0.5714285714285714,27.428571428571427,5.142857142857142
4751,9,9,2016,2025,42,42,6,32,37.48111559656556,126.80510957945333,경기 부천시 소사구 괴안동(괴안삼거리 부근),경기도,부천시 소사구,교차로·사거리,True,0.6428571428571429,27.000000000000004,3.8571428571428577
1228,9,9,2013,2025,41,42,1,37,35.078950671371665,129.07045696048442,부산 영도구 동삼동(동삼시장 부근),부산광역시,영도구,전통시장,True,0.6428571428571429,27.000000000000004,0.6428571428571429
1006,8,8,2013,2026,42,47,1,24,35.823803086840876,128.73658412873775,경북 경산시 중방동(경산오거리 부근),경상북도,경산시,교차로·사거리,True,0.5714285714285714,26.857142857142854,0.5714285714285714
627,8,8,2013,2022,44,46,2,32,37.47410693393875,126.9188737799395,서울특별시 관악구 신림동(뿌리약국 부근),서울특별시,관악구,약국,True,0.5714285714285714,26.285714285714285,1.1428571428571428
2941,8,8,2013,2024,44,46,6,32,37.454778485285374,126.90105928884788,서울 금천구 시흥동(시흥사거리 부근),서울특별시,금천구,교차로·사거리,True,0.5714285714285714,26.285714285714285,3.4285714285714284
6020,8,8,2014,2026,46,46,0,43,37.6135023625245,127.03018938152837,서울 강북구 미아동(미아사거리역 4호선 부근),서울특별시,강북구,교차로·사거리,True,0.5714285714285714,26.285714285714285,0.0
2703,8,8,2013,2024,44,46,0,39,36.973940243949,127.93049531931226,충북 충주시 충의동(다나은약국 부근),충청북도,충주시,약국,True,0.5714285714285714,26.285714285714285,0.0
2878,8,8,2013,2025,44,45,1,27,37.59345881166163,127.0177975588945,서울 성북구 동선동4가(새성신약국 부근),서울특별시,성북구,약국,True,0.5714285714285714,25.71428571428571,0.5714285714285714
1501,8,8,2013,2023,44,44,0,31,37.351324791646874,127.94807446090887,강원 원주시 일산동(지하상가사거리 부근),강원특별자치도,원주시,마트·상가,True,0.5714285714285714,25.142857142857142,0.0
6012,7,9,2018,2026,50,50,2,42,37.58055138959422,127.08766634993577,서울 중랑구 면목동(면목시장 부근),서울특별시,중랑구,전통시장,True,0.5,25.0,1.0
1830,8,8,2016,2026,36,43,3,34,35.18674469614975,129.12541386841812,부산 해운대구 재송동(광명약국 부근),부산광역시,해운대구,약국,True,0.5714285714285714,24.57142857142857,1.7142857142857142
756,8,8,2013,2026,42,42,6,22,35.15440272397375,126.90135389839287,전남광주통합특별시 서구 양동(양동시장역교차로 부근),전남광주통합특별시,서구,전통시장,True,0.5714285714285714,24.0,3.4285714285714284
5518,8,8,2013,2026,41,42,2,29,37.59913060931837,127.03409941479988,서울 성북구 종암동(종암동주민센터 부근),서울특별시,성북구,주민센터·행정,True,0.5714285714285714,24.0,1.1428571428571428
4435,8,10,2016,2026,41,41,0,34,35.2648642787679,128.6235309746385,경남 창원시 의창구 소답동(큰별예나어린이집 부근),경상남도,창원시 의창구,기타,True,0.5714285714285714,23.428571428571427,0.0
3364,8,8,2014,2025,40,41,0,35,35.233011949114996,128.8806888165355,경남 김해시 서상동(분성사거리 부근),경상남도,김해시,교차로·사거리,True,0.5714285714285714,23.428571428571427,0.0
5328,7,8,2013,2023,39,46,3,35,35.08790829716138,129.0414689686989,부산 영도구 영선동3가(영선2동행정복지센터 부근),부산광역시,영도구,주민센터·행정,True,0.5,23.0,1.5
2380,7,7,2013,2026,42,45,3,26,37.504651317058574,126.93896730240843,서울 동작구 상도동(장승배기교차로 부근),서울특별시,동작구,교차로·사거리,True,0.5,22.5,1.5
2285,7,7,2013,2026,39,45,2,32,37.599513464207426,127.09873905116201,서울 중랑구 망우동(신내지하차도교차로 부근),서울특별시,중랑구,교차로·사거리,True,0.5,22.5,1.0
5738,8,8,2013,2025,39,39,0,33,37.582567329810374,127.03960287250474,서울 동대문구 제기동(청량 종합도매시장 부근),서울특별시,동대문구,전통시장,True,0.5714285714285714,22.285714285714285,0.0
718,8,8,2013,2026,38,39,4,29,35.88895311682025,128.56762093240576,대구 서구 비산동(세송약국 부근),대구광역시,서구,약국,True,0.5714285714285714,22.285714285714285,2.2857142857142856
4733,8,8,2015,2026,38,39,0,33,37.440112377659375,127.14548523267638,경기 성남시 수정구 신흥동(신흥종로약국 부근),경기도,성남시 수정구,약국,True,0.5714285714285714,22.285714285714285,0.0
34,8,9,2013,2025,38,39,3,28,37.60760816372344,127.01016708978824,서울 성북구 정릉동(개울장 부근),서울특별시,성북구,기타,True,0.5714285714285714,22.285714285714285,1.7142857142857142
2029,8,8,2013,2026,37,38,4,30,37.334924283781376,126.81259960665412,경기 안산시 단원구 선부동(시립달미어린이집 부근),경기도,안산시 단원구,기타,True,0.5714285714285714,21.71428571428571,2.2857142857142856
5631,8,8,2013,2024,37,38,1,23,36.99546747659288,127.08337871493976,경기 평택시 통복동(경기약국 부근),경기도,평택시,약국,True,0.5714285714285714,21.71428571428571,0.5714285714285714
5817,7,9,2013,2026,43,43,2,35,35.16444886612922,129.16035937702702,부산 해운대구 우동(해운대역 부산2호선 부근),부산광역시,해운대구,기타,True,0.5,21.5,1.0
4928,8,8,2016,2024,35,37,1,31,36.82774492120175,128.62119838645376,경북 영주시 영주동(보영반점 부근),경상북도,영주시,기타,True,0.5714285714285714,21.142857142857142,0.5714285714285714
6198,7,7,2014,2026,42,42,1,35,36.783983107428995,127.58223953476671,충북 증평군 증평읍(증평장뜰시장 부근),충청북도,증평군,전통시장,True,0.5,21.0,0.5
764,7,7,2014,2026,40,42,0,33,35.17184979441286,126.92125893789772,전남광주통합특별시 북구 우산동(치킨퐁237 서방점 부근),전남광주통합특별시,북구,기타,True,0.5,21.0,0.0
1890,7,7,2015,2026,38,42,2,28,35.85002116222528,128.57213560513057,대구 남구 대명동(성당시장네거리 부근),대구광역시,남구,전통시장,True,0.5,21.0,1.0
5658,6,8,2021,2026,45,48,11,33,36.798246519961126,127.15228780583863,충남 천안시 동남구 영성동(이천원국수집 부근),충청남도,천안시 동남구,기타,True,0.42857142857142855,20.57142857142857,4.714285714285714
51,7,7,2013,2024,34,41,0,32,37.660084356371,127.073333576583,서울 노원구 중계동(상계1번약국 부근),서울특별시,노원구,약국,True,0.5,20.5,0.0
3905,8,8,2014,2026,34,35,2,30,35.27635175679675,128.40536692081963,경남 함안군 가야읍(롯데약국 부근),경상남도,함안군,약국,True,0.5714285714285714,20.0,1.1428571428571428
5965,7,7,2014,2026,40,40,0,38,35.195707621241,128.07676927930416,경남 진주시 봉곡동(봉곡광장교차로 부근),경상남도,진주시,교차로·사거리,True,0.5,20.0,0.0
4466,7,7,2018,2025,40,40,5,26,34.97670943569572,128.32578917223958,경남 고성군 고성읍(가야약국 부근),경상남도,고성군,약국,True,0.5,20.0,2.5
4124,7,7,2015,2025,38,39,5,29,35.17569622225257,129.10739902604357,부산 수영구 망미동(망미중앙시장 부근),부산광역시,수영구,전통시장,True,0.5,19.5,2.5
462,7,7,2013,2020,34,39,1,24,36.56340976189485,128.7230739111047,경상북도 안동시 당북동(제일생명사거리 부근),경상북도,안동시,교차로·사거리,True,0.5,19.5,0.5
2338,8,8,2013,2025,34,34,1,24,37.620614785757624,126.92517768717937,서울 은평구 불광동(연신종로약국 부근),서울특별시,은평구,약국,True,0.5714285714285714,19.428571428571427,0.5714285714285714
3840,8,8,2013,2026,34,34,2,26,35.06164254096588,126.98526836100612,전남광주통합특별시 화순군 화순읍(경찰서사거리 부근),전남광주통합특별시,화순군,교차로·사거리,True,0.5714285714285714,19.428571428571427,1.1428571428571428
5665,6,6,2021,2026,44,45,0,43,36.78060961066483,126.99940255103782,충남 아산시 온천동(신천온천탕 부근),충청남도,아산시,기타,True,0.42857142857142855,19.285714285714285,0.0
4952,7,7,2013,2021,37,38,3,25,35.196181944085,128.08349979258244,경상남도 진주시 대안동(광미사거리 부근),경상남도,진주시,교차로·사거리,True,0.5,19.0,1.5
6273,7,7,2014,2026,37,38,2,26,34.94621842595157,127.49409311058743,전남광주통합특별시 순천시 풍덕동(남부시장사거리 부근),전남광주통합특별시,순천시,전통시장,True,0.5,19.0,1.0
5347,7,7,2014,2025,35,38,2,28,35.105846397140716,128.96921035564156,부산 사하구 당리동(드림약국 부근),부산광역시,사하구,약국,True,0.5,19.0,1.0
4261,7,7,2013,2022,36,38,0,27,37.90073347026014,127.05239874440757,경기도 동두천시 생연동(큰시장사거리 부근),경기도,동두천시,전통시장,True,0.5,19.0,0.0
211,6,6,2013,2024,42,44,0,31,35.8764933310165,128.6017453113527,대구 북구 칠성동1가(대성시장교차로 부근),대구광역시,북구,전통시장,True,0.42857142857142855,18.857142857142858,0.0
3029,7,7,2015,2024,34,37,6,23,35.871147313887,128.59397351648371,대구 중구 사일동(중앙네거리 부근),대구광역시,중구,기타,True,0.5,18.5,3.0
4747,7,7,2014,2026,35,37,3,21,37.48110351155886,126.79463581308515,경기 부천시 소사구 소사본동(세종병원입구교차로 부근),경기도,부천시 소사구,병원·의원,True,0.5,18.5,1.5
4255,7,7,2014,2026,36,37,4,23,37.081706446630434,127.05643427103999,경기 평택시 지산동(송탄시장 부근),경기도,평택시,전통시장,True,0.5,18.5,2.0
5532,7,7,2014,2026,37,37,6,28,37.54074130079986,126.94845022841528,서울 마포구 도화동(아카데미약국 부근),서울특별시,마포구,약국,True,0.5,18.5,3.0
5189,7,7,2013,2026,36,36,3,28,36.75426136155843,126.29555389552813,충남 태안군 태안읍(보람약국 부근),충청남도,태안군,약국,True,0.5,18.0,1.5
4463,7,8,2013,2024,36,36,1,25,35.34274960526075,129.03717783058974,경남 양산시 중부동(양산종합시장 부근),경상남도,양산시,전통시장,True,0.5,18.0,0.5
2006,7,7,2016,2025,35,36,1,32,37.390686404446,126.95089994853429,경기 안양시 동안구 호계동(범계역사거리 부근),경기도,안양시 동안구,교차로·사거리,True,0.5,18.0,0.5
2194,6,6,2013,2026,39,41,0,26,36.823392451102,128.62314531361383,경북 영주시 영주동(골목시장 부근),경상북도,영주시,전통시장,True,0.42857142857142855,17.57142857142857,0.0
949,7,7,2013,2023,30,35,1,15,34.803244563881,126.39349082994472,전남 목포시 산정동(동부광장교차로 부근),전남광주통합특별시,목포시,교차로·사거리,True,0.5,17.5,0.5
546,7,7,2014,2022,34,35,1,21,37.602529989725426,127.038279068254,서울특별시 성북구 하월곡동(성북트리즘빌딩앞교차 부근),서울특별시,성북구,기타,True,0.5,17.5,0.5
6040,7,7,2015,2026,32,35,2,27,37.492859396416286,126.88335586323201,서울 구로구 구로동(구로2동주민센터 부근),서울특별시,구로구,주민센터·행정,True,0.5,17.5,1.0
3365,7,7,2014,2026,33,35,2,30,35.20041414858385,128.8147510151136,경남 김해시 무계동(장유재래시장 부근),경상남도,김해시,전통시장,True,0.5,17.5,1.0
